"muni_idx","cve_ent","cve_mun","nomgeo"
864,"16","058","Nuevo Parangaricutiro"
865,"16","059","Nuevo Urecho"
866,"16","060","Numarán"
867,"16","062","Pajacuarán"
868,"16","063","Panindícuaro"
869,"16","064","Parácuaro"
870,"16","105","Vista Hermosa"
871,"16","065","Paracho"
872,"16","089","Tepalcatepec"
873,"16","061","Ocampo"
874,"16","055","Múgica"
875,"16","054","Morelos"
876,"16","030","Ecuandureo"
877,"16","029","Churumuco"
878,"16","028","Churintzio"
879,"16","027","Chucándiro"
880,"16","026","Chinicuila"
881,"16","025","Chilchota"
882,"16","024","Cherán"
883,"16","023","Chavinda"
884,"16","066","Pátzcuaro"
885,"16","068","Peribán"
886,"16","069","La Piedad"
887,"16","070","Purépero"
888,"16","071","Puruándiro"
889,"16","073","Quiroga"
890,"16","091","Tingüindín"
891,"16","113","José Sixto Verduzco"
892,"16","112","Zitácuaro"
893,"16","085","Tangancícuaro"
894,"16","088","Tarímbaro"
895,"16","092","Tiquicheo de Nicolás Romero"
896,"16","093","Tlalpujahua"
897,"16","111","Ziracuaretiro"
898,"16","101","Tzitzio"
899,"16","100","Tzintzuntzan"
900,"16","095","Tocumbo"
901,"16","084","Tangamandapio"
902,"16","102","Uruapan"
903,"16","103","Venustiano Carranza"
904,"16","104","Villamar"
905,"16","094","Tlazazalca"
906,"16","047","Jungapeo"
907,"16","046","Juárez"
908,"16","048","Lagunillas"
909,"17","002","Atlatlahucan"
910,"17","006","Cuautla"
911,"17","028","Xochitepec"
912,"17","022","Tetela del Volcán"
913,"17","009","Huitzilac"
914,"17","016","Ocuituco"
915,"17","008","Emiliano Zapata"
916,"17","003","Axochiapan"
917,"17","036","Hueyapan"
918,"17","035","Xoxocotla"
919,"17","025","Tlaquiltenango"
920,"17","001","Amacuzac"
921,"17","020","Tepoztlán"
922,"17","034","Coatetelco"
923,"17","027","Totolapan"
924,"17","030","Yecapixtla"
925,"17","026","Tlayacapan"
926,"17","031","Zacatepec"
927,"17","021","Tetecala"
928,"17","019","Tepalcingo"
929,"17","023","Tlalnepantla"
930,"17","017","Puente de Ixtla"
931,"17","015","Miacatlán"
932,"17","013","Jonacatepec de Leandro Valle"
933,"17","011","Jiutepec"
934,"17","010","Jantetelco"
935,"17","018","Temixco"
936,"17","029","Yautepec"
937,"17","012","Jojutla"
938,"17","024","Tlaltizapán de Zapata"
939,"17","007","Cuernavaca"
940,"17","005","Coatlán del Río"
941,"17","004","Ayala"
942,"17","014","Mazatepec"
943,"17","032","Zacualpan de Amilpas"
944,"17","033","Temoac"
945,"18","001","Acaponeta"
946,"18","009","Del Nayar"
947,"18","010","Rosamorada"
948,"18","011","Ruíz"
949,"18","017","Tepic"
950,"18","018","Tuxpan"
951,"18","019","La Yesca"
952,"18","004","Compostela"
953,"18","013","San Pedro Lagunillas"
954,"18","008","Xalisco"
955,"18","005","Huajicori"
956,"18","006","Ixtlán del Río"
957,"18","007","Jala"
958,"18","014","Santa María del Oro"
959,"18","015","Santiago Ixcuintla"
960,"18","016","Tecuala"
961,"18","003","Amatlán de Cañas"
962,"18","012","San Blas"
963,"18","020","Bahía de Banderas"
964,"18","002","Ahuacatlán"
965,"19","029","Hualahuises"
966,"19","048","Santa Catarina"
967,"19","044","Sabinas Hidalgo"
968,"19","042","Los Ramones"
969,"19","023","General Treviño"
970,"19","022","General Terán"
971,"19","047","Hidalgo"
972,"19","049","Santiago"
973,"19","009","Cadereyta Jiménez"
974,"19","032","Lampazos de Naranjo"
975,"19","031","Juárez"
976,"19","027","Los Herreras"
977,"19","020","General Bravo"
978,"19","041","Pesquería"
979,"19","040","Parás"
980,"19","039","Monterrey"
981,"19","046","San Nicolás de los Garza"
982,"19","019","San Pedro Garza García"
983,"19","037","Mina"
984,"19","010","El Carmen"
985,"19","021","General Escobedo"
986,"19","012","Ciénega de Flores"
987,"19","002","Agualeguas"
988,"19","005","Anáhuac"
989,"19","024","General Zaragoza"
990,"19","026","Guadalupe"
991,"19","003","Los Aldamas"
992,"19","004","Allende"
993,"19","025","General Zuazua"
994,"19","015","Doctor Coss"
995,"19","007","Aramberri"
996,"19","018","García"
997,"19","051","Villaldama"
998,"19","006","Apodaca"
999,"19","011","Cerralvo"
1000,"19","001","Abasolo"
1001,"19","017","Galeana"
1002,"19","016","Doctor González"
1003,"19","050","Vallecillo"
1004,"19","034","Marín"
1005,"19","035","Melchor Ocampo"
1006,"19","028","Higueras"
1007,"19","033","Linares"
1008,"19","036","Mier y Noriega"
1009,"19","043","Rayones"
1010,"19","014","Doctor Arroyo"
1011,"19","038","Montemorelos"
1012,"19","008","Bustamante"
1013,"19","013","China"
1014,"19","045","Salinas Victoria"
1015,"19","030","Iturbide"
1016,"20","125","San Carlos Yautepec"
1017,"20","481","Santiago Nuyoó"
1018,"20","517","Santo Domingo Tepuxtepec"
1019,"20","524","Santo Domingo Yodohino"
1020,"20","378","Santa Cruz Mixtepec"
1021,"20","054","Magdalena Zahuatlán"
1022,"20","542","Taniche"
1023,"20","237","San Marcos Arteaga"
1024,"20","489","Santiago Tetepec"
1025,"20","544","Teococuilco de Marcos Pérez"
1026,"20","490","Santiago Texcalcingo"
1027,"20","333","San Pedro Totolápam"
1028,"20","334","Villa de Tututepec"
1029,"20","562","Magdalena Yodocono de Porfirio Díaz"
1030,"20","133","San Esteban Atatlahuca"
1031,"20","134","San Felipe Jalapa de Díaz"
1032,"20","138","San Francisco Cajonos"
1033,"20","149","San Francisco Sola"
1034,"20","161","San Jerónimo Sosola"
1035,"20","159","San Jerónimo Coatlán"
1036,"20","437","Santa María Tlahuitoltepec"
1037,"20","441","Santa María Xadani"
1038,"20","446","Santa María Yucuhiti"
1039,"20","447","Santa María Zacatepec"
1040,"20","469","Santiago Juxtlahuaca"
1041,"20","511","Santo Domingo Nuxaá"
1042,"20","513","Santo Domingo Petapa"
1043,"20","278","San Miguel Soyaltepec"
1044,"20","457","Santiago Camotlán"
1045,"20","163","San Jerónimo Tecóatl"
1046,"20","166","San José Chiltepec"
1047,"20","506","Santo Domingo Albarradas"
1048,"20","482","Santiago Pinotepa Nacional"
1049,"20","508","Santo Domingo Chihuitán"
1050,"20","205","San Juan Lalana"
1051,"20","271","San Miguel Mixtepec"
1052,"20","329","San Pedro Teozacoalco"
1053,"20","330","San Pedro Teutila"
1054,"20","246","San Mateo Cajonos"
1055,"20","277","Villa Sola de Vega"
1056,"20","545","Teotitlán de Flores Magón"
1057,"20","546","Teotitlán del Valle"
1058,"20","547","Teotongo"
1059,"20","170","San José Lachiguiri"
1060,"20","230","San Lorenzo Victoria"
1061,"20","168","San José Estancia Grande"
1062,"20","184","San Juan Bautista Tuxtepec"
1063,"20","185","San Juan Cacahuatepec"
1064,"20","404","Santa María Chachoápam"
1065,"20","407","Santa María Chimalapa"
1066,"20","186","San Juan Cieneguilla"
1067,"20","214","San Juan Quiotepec"
1068,"20","220","San Juan Tepeuxila"
1069,"20","227","San Lorenzo Cacaotepec"
1070,"20","261","San Miguel Amatitlán"
1071,"20","552","Tlacotepec Plumas"
1072,"20","262","San Miguel Amatlán"
1073,"20","266","San Miguel del Puerto"
1074,"20","550","San Jerónimo Tlacochahuaya"
1075,"20","253","San Mateo Piñas"
1076,"20","254","San Mateo Río Hondo"
1077,"20","272","San Miguel Panixtlahuaca"
1078,"20","273","San Miguel Peras"
1079,"20","275","San Miguel Quetzaltepec"
1080,"20","551","Tlacolula de Matamoros"
1081,"20","357","Santa Ana Tavela"
1082,"20","502","Santiago Zacatepec"
1083,"20","553","Tlalixtac de Cabrera"
1084,"20","265","San Miguel Chimalapa"
1085,"20","493","Santiago Tillo"
1086,"20","318","San Pedro Mixtepec"
1087,"20","327","San Pedro Tapanatepec"
1088,"20","554","Totontepec Villa de Morelos"
1089,"20","555","Trinidad Zaachila"
1090,"20","556","La Trinidad Vista Hermosa"
1091,"20","018","Concepción Buenavista"
1092,"20","036","Guevea de Humboldt"
1093,"20","338","Villa de Etla"
1094,"20","344","San Sebastián Coatlán"
1095,"20","366","Santa Catarina Loxicha"
1096,"20","377","Santa Cruz Itundujia"
1097,"20","451","Santiago Apoala"
1098,"20","005","Asunción Ixtaltepec"
1099,"20","558","Valerio Trujano"
1100,"20","561","Yaxe"
1101,"20","056","Mártires de Tacubaya"
1102,"20","563","Yogana"
1103,"20","497","Santiago Yaitepec"
1104,"20","549","Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca"
1105,"20","564","Yutanduchi de Guerrero"
1106,"20","565","Villa de Zaachila"
1107,"20","099","San Andrés Tepetlapa"
1108,"20","491","Santiago Textitlán"
1109,"20","031","Tamazulápam del Espíritu Santo"
1110,"20","279","San Miguel Suchixtepec"
1111,"20","401","Santa María Colotepec"
1112,"20","367","Santa Catarina Mechoacán"
1113,"20","500","Santiago Yosondúa"
1114,"20","503","Santiago Zoochila"
1115,"20","379","Santa Cruz Nundaco"
1116,"20","494","Santiago Tlazoyaltepec"
1117,"20","499","Santiago Yolomécatl"
1118,"20","058","Mazatlán Villa de Flores"
1119,"20","059","Miahuatlán de Porfirio Díaz"
1120,"20","177","San Juan Bautista Cuicatlán"
1121,"20","359","Santa Ana Yareni"
1122,"20","364","Santa Catarina Juquila"
1123,"20","569","Santa Inés de Zaragoza"
1124,"20","570","Zimatlán de Álvarez"
1125,"20","567","Zapotitlán Lagunas"
1126,"20","057","Matías Romero Avendaño"
1127,"20","423","Santa María Nduayaco"
1128,"20","112","San Baltazar Chichicápam"
1129,"20","510","Santo Domingo Ixcatlán"
1130,"20","371","Santa Catarina Ticuá"
1131,"20","424","Santa María Ozolotepec"
1132,"20","406","Santa María Chilchotla"
1133,"20","410","Santa María Ecatepec"
1134,"20","435","Santa María Tepantlali"
1135,"20","417","Santa María Jacatepec"
1136,"20","422","Santa María Nativitas"
1137,"20","439","Santa María Tonameca"
1138,"20","450","Santiago Amoltepec"
1139,"20","075","Reforma de Pineda"
1140,"20","501","Santiago Yucuyachi"
1141,"20","504","Nuevo Zoquiápam"
1142,"20","505","Santo Domingo Ingenio"
1143,"20","251","San Mateo Nejápam"
1144,"20","459","Villa de Santiago Chazumba"
1145,"20","477","Santiago Minas"
1146,"20","484","Santiago Tamazola"
1147,"20","485","Santiago Tapextla"
1148,"20","492","Santiago Tilantongo"
1149,"20","495","Santiago Xanica"
1150,"20","534","San Vicente Coatlán"
1151,"20","537","Silacayoápam"
1152,"20","543","Tataltepec de Valdés"
1153,"20","548","Tepelmeme Villa de Morelos"
1154,"20","463","Santiago Huauclilla"
1155,"20","467","Santiago Jamiltepec"
1156,"20","559","San Juan Bautista Valle Nacional"
1157,"20","169","San José Independencia"
1158,"20","117","San Bartolomé Loxicha"
1159,"20","512","Santo Domingo Ozolotepec"
1160,"20","514","Santo Domingo Roayaga"
1161,"20","118","San Bartolomé Quialana"
1162,"20","518","Santo Domingo Tlatayápam"
1163,"20","440","Santa María Totolapilla"
1164,"20","568","Zapotitlán Palmas"
1165,"20","521","Santo Domingo Tonaltepec"
1166,"20","001","Abejones"
1167,"20","256","San Mateo Tlapiltepec"
1168,"20","003","Asunción Cacalotepec"
1169,"20","263","San Miguel Coatlán"
1170,"20","004","Asunción Cuyotepeji"
1171,"20","007","Asunción Ocotlán"
1172,"20","267","San Miguel del Río"
1173,"20","011","Calihualá"
1174,"20","027","Chiquihuitlán de Benito Juárez"
1175,"20","030","El Espinal"
1176,"20","519","Santo Domingo Tomaltepec"
1177,"20","034","Guadalupe de Ramírez"
1178,"20","013","Ciénega de Zimatlán"
1179,"20","460","Santiago Choápam"
1180,"20","044","Loma Bonita"
1181,"20","017","La Compañía"
1182,"20","507","Santo Domingo Armenta"
1183,"20","049","Magdalena Ocotlán"
1184,"20","520","Santo Domingo Tonalá"
1185,"20","019","Concepción Pápalo"
1186,"20","022","Cosoltepec"
1187,"20","024","Cuyamecalco Villa de Zaragoza"
1188,"20","025","Chahuites"
1189,"20","026","Chalcatongo de Hidalgo"
1190,"20","029","Eloxochitlán de Flores Magón"
1191,"20","032","Fresnillo de Trujano"
1192,"20","515","Santo Domingo Tehuantepec"
1193,"20","516","Santo Domingo Teojomulco"
1194,"20","033","Guadalupe Etla"
1195,"20","050","Magdalena Peñasco"
1196,"20","035","Guelatao de Juárez"
1197,"20","051","Magdalena Teitipac"
1198,"20","536","San Vicente Nuñú"
1199,"20","047","Santa Magdalena Jicotlán"
1200,"20","037","Mesones Hidalgo"
1201,"20","040","Huautepec"
1202,"20","041","Huautla de Jiménez"
1203,"20","042","Ixtlán de Juárez"
1204,"20","045","Magdalena Apasco"
1205,"20","053","Magdalena Tlacotepec"
1206,"20","046","Magdalena Jaltepec"
1207,"20","523","Santo Domingo Yanhuitlán"
1208,"20","048","Magdalena Mixtepec"
1209,"20","522","Santo Domingo Xagacía"
1210,"20","456","Santiago Cacaloxtepec"
1211,"20","060","Mixistlán de la Reforma"
1212,"20","061","Monjas"
1213,"20","062","Natividad"
1214,"20","063","Nazareno Etla"
1215,"20","065","Ixpantepec Nieves"
1216,"20","069","La Pe"
1217,"20","070","Pinotepa de Don Luis"
1218,"20","071","Pluma Hidalgo"
1219,"20","096","San Andrés Sinaxtla"
1220,"20","072","San José del Progreso"
1221,"20","097","San Andrés Solaga"
1222,"20","098","San Andrés Teotilálpam"
1223,"20","074","Santa Catarina Quioquitani"
1224,"20","076","La Reforma"
1225,"20","190","San Juan Cotzocón"
1226,"20","078","Rojas de Cuauhtémoc"
1227,"20","077","Reyes Etla"
1228,"20","081","San Agustín Atenango"
1229,"20","094","San Andrés Nuxiño"
1230,"20","080","San Agustín Amatengo"
1231,"20","084","San Agustín Etla"
1232,"20","082","San Agustín Chayuco"
1233,"20","086","San Agustín Tlacotepec"
1234,"20","083","San Agustín de las Juntas"
1235,"20","092","San Andrés Ixtlahuaca"
1236,"20","087","San Agustín Yatareni"
1237,"20","089","San Andrés Dinicuiti"
1238,"20","090","San Andrés Huaxpaltepec"
1239,"20","091","San Andrés Huayápam"
1240,"20","095","San Andrés Paxtlán"
1241,"20","100","San Andrés Yaá"
1242,"20","101","San Andrés Zabache"
1243,"20","102","San Andrés Zautla"
1244,"20","233","San Lucas Quiaviní"
1245,"20","103","San Antonino Castillo Velasco"
1246,"20","104","San Antonino el Alto"
1247,"20","105","San Antonino Monte Verde"
1248,"20","107","San Antonio de la Cal"
1249,"20","108","San Antonio Huitepec"
1250,"20","109","San Antonio Nanahuatípam"
1251,"20","110","San Antonio Sinicahua"
1252,"20","111","San Antonio Tepetlapa"
1253,"20","527","Santos Reyes Pápalo"
1254,"20","116","San Bartolomé Ayautla"
1255,"20","114","San Baltazar Yatzachi el Bajo"
1256,"20","172","San Juan Achiutla"
1257,"20","115","San Bartolo Coyotepec"
1258,"20","413","Santa María Huatulco"
1259,"20","119","San Bartolomé Yucuañe"
1260,"20","120","San Bartolomé Zoogocho"
1261,"20","121","San Bartolo Soyaltepec"
1262,"20","014","Ciudad Ixtepec"
1263,"20","015","Coatecas Altas"
1264,"20","123","San Bernardo Mixtepec"
1265,"20","122","San Bartolo Yautepec"
1266,"20","528","Santos Reyes Tepejillo"
1267,"20","124","Heroica Villa de San Blas Atempa"
1268,"20","129","San Cristóbal Suchixtlahuaca"
1269,"20","206","San Juan de los Cués"
1270,"20","126","San Cristóbal Amatlán"
1271,"20","020","Constancia del Rosario"
1272,"20","127","San Cristóbal Amoltepec"
1273,"20","128","San Cristóbal Lachirioag"
1274,"20","529","Santos Reyes Yucuná"
1275,"20","131","San Dionisio Ocotepec"
1276,"20","130","San Dionisio del Mar"
1277,"20","152","San Francisco Tlapancingo"
1278,"20","153","San Gabriel Mixtepec"
1279,"20","132","San Dionisio Ocotlán"
1280,"20","135","San Felipe Tejalápam"
1281,"20","136","San Felipe Usila"
1282,"20","137","San Francisco Cahuacuá"
1283,"20","139","San Francisco Chapulapa"
1284,"20","142","San Francisco Huehuetlán"
1285,"20","140","San Francisco Chindúa"
1286,"20","141","San Francisco del Mar"
1287,"20","160","San Jerónimo Silacayoapilla"
1288,"20","143","San Francisco Ixhuatán"
1289,"20","144","San Francisco Jaltepetongo"
1290,"20","145","San Francisco Lachigoló"
1291,"20","531","Santo Tomás Mazaltepec"
1292,"20","146","San Francisco Logueche"
1293,"20","147","San Francisco Nuxaño"
1294,"20","148","San Francisco Ozolotepec"
1295,"20","150","San Francisco Telixtlahuaca"
1296,"20","151","San Francisco Teopan"
1297,"20","157","San Jacinto Amilpas"
1298,"20","248","San Mateo del Mar"
1299,"20","158","San Jacinto Tlacotepec"
1300,"20","162","San Jerónimo Taviche"
1301,"20","164","San Jorge Nuchita"
1302,"20","176","San Juan Bautista Coixtlahuaca"
1303,"20","165","San José Ayuquila"
1304,"20","167","San José del Peñasco"
1305,"20","530","Santo Tomás Jalieza"
1306,"20","187","San Juan Coatzóspam"
1307,"20","171","San José Tenango"
1308,"20","188","San Juan Colorado"
1309,"20","173","San Juan Atepec"
1310,"20","174","Ánimas Trujano"
1311,"20","191","San Juan Chicomezúchil"
1312,"20","196","San Juan Evangelista Analco"
1313,"20","178","San Juan Bautista Guelache"
1314,"20","197","San Juan Guelavía"
1315,"20","180","San Juan Bautista Lo de Soto"
1316,"20","204","San Juan Lajarcia"
1317,"20","181","San Juan Bautista Suchitepec"
1318,"20","480","Santiago Nundiche"
1319,"20","182","San Juan Bautista Tlacoatzintepec"
1320,"20","183","San Juan Bautista Tlachichilco"
1321,"20","189","San Juan Comaltepec"
1322,"20","192","San Juan Chilateca"
1323,"20","193","San Juan del Estado"
1324,"20","464","Santiago Ihuitlán Plumas"
1325,"20","194","San Juan del Río"
1326,"20","195","San Juan Diuxi"
1327,"20","199","San Juan Ihualtepec"
1328,"20","200","San Juan Juquila Mixes"
1329,"20","201","San Juan Juquila Vijanos"
1330,"20","202","San Juan Lachao"
1331,"20","203","San Juan Lachigalla"
1332,"20","210","San Juan Ñumí"
1333,"20","208","San Juan Mixtepec"
1334,"20","209","San Juan Mixtepec"
1335,"20","566","San Mateo Yucutindoo"
1336,"20","215","San Juan Sayultepec"
1337,"20","218","San Juan Teita"
1338,"20","284","San Miguel Tilquiápam"
1339,"20","216","San Juan Tabaá"
1340,"20","217","San Juan Tamazola"
1341,"20","219","San Juan Teitipac"
1342,"20","221","San Juan Teposcolula"
1343,"20","222","San Juan Yaeé"
1344,"20","223","San Juan Yatzona"
1345,"20","541","Tanetze de Zaragoza"
1346,"20","498","Santiago Yaveo"
1347,"20","224","San Juan Yucuita"
1348,"20","225","San Lorenzo"
1349,"20","016","Coicoyán de las Flores"
1350,"20","226","San Lorenzo Albarradas"
1351,"20","228","San Lorenzo Cuaunecuiltitla"
1352,"20","229","San Lorenzo Texmelúcan"
1353,"20","231","San Lucas Camotlán"
1354,"20","232","San Lucas Ojitlán"
1355,"20","234","San Lucas Zoquiápam"
1356,"20","235","San Luis Amatlán"
1357,"20","236","San Marcial Ozolotepec"
1358,"20","239","San Martín Huamelúlpam"
1359,"20","240","San Martín Itunyoso"
1360,"20","241","San Martín Lachilá"
1361,"20","242","San Martín Peras"
1362,"20","243","San Martín Tilcajete"
1363,"20","244","San Martín Toxpalan"
1364,"20","249","San Mateo Yoloxochitlán"
1365,"20","525","Santo Domingo Zanatepec"
1366,"20","526","Santos Reyes Nopala"
1367,"20","245","San Martín Zacatepec"
1368,"20","269","San Miguel el Grande"
1369,"20","247","Capulálpam de Méndez"
1370,"20","250","San Mateo Etlatongo"
1371,"20","255","San Mateo Sindihui"
1372,"20","252","San Mateo Peñasco"
1373,"20","257","San Melchor Betaza"
1374,"20","258","San Miguel Achiutla"
1375,"20","259","San Miguel Ahuehuetitlán"
1376,"20","260","San Miguel Aloápam"
1377,"20","268","San Miguel Ejutla"
1378,"20","276","San Miguel Santa Flor"
1379,"20","281","San Miguel Tecomatlán"
1380,"20","274","San Miguel Piedras"
1381,"20","532","Santo Tomás Ocotepec"
1382,"20","280","Villa Talea de Castro"
1383,"20","533","Santo Tomás Tamazulapan"
1384,"20","368","Santa Catarina Minas"
1385,"20","282","San Miguel Tenango"
1386,"20","052","Magdalena Tequisistlán"
1387,"20","283","San Miguel Tequixtepec"
1388,"20","535","San Vicente Lachixío"
1389,"20","286","San Miguel Tlacotepec"
1390,"20","285","San Miguel Tlacamama"
1391,"20","288","San Miguel Yotao"
1392,"20","289","San Nicolás"
1393,"20","290","San Nicolás Hidalgo"
1394,"20","292","San Pablo Cuatro Venados"
1395,"20","380","Santa Cruz Papalutla"
1396,"20","294","San Pablo Huitzo"
1397,"20","043","Heroica Ciudad de Juchitán de Zaragoza"
1398,"20","295","San Pablo Huixtepec"
1399,"20","538","Sitio de Xitlapehua"
1400,"20","296","San Pablo Macuiltianguis"
1401,"20","297","San Pablo Tijaltepec"
1402,"20","304","San Pedro Coxcaltepec Cántaros"
1403,"20","299","San Pablo Yaganiza"
1404,"20","300","San Pedro Amuzgos"
1405,"20","308","San Pedro Huilotepec"
1406,"20","301","San Pedro Apóstol"
1407,"20","311","San Pedro Jaltepetongo"
1408,"20","302","San Pedro Atoyac"
1409,"20","303","San Pedro Cajonos"
1410,"20","305","San Pedro Comitancillo"
1411,"20","321","San Pedro Nopala"
1412,"20","332","San Pedro Topiltepec"
1413,"20","307","San Pedro Huamelula"
1414,"20","312","San Pedro Jicayán"
1415,"20","313","San Pedro Jocotipac"
1416,"20","314","San Pedro Juchatengo"
1417,"20","079","Salina Cruz"
1418,"20","331","San Pedro Tidaá"
1419,"20","315","San Pedro Mártir"
1420,"20","316","San Pedro Mártir Quiechapa"
1421,"20","207","San Juan Mazatlán"
1422,"20","317","San Pedro Mártir Yucuxaco"
1423,"20","356","Santa Ana del Valle"
1424,"20","319","San Pedro Mixtepec"
1425,"20","320","San Pedro Molinos"
1426,"20","322","San Pedro Ocopetatillo"
1427,"20","323","San Pedro Ocotepec"
1428,"20","325","San Pedro Quiatoni"
1429,"20","326","San Pedro Sochiápam"
1430,"20","328","San Pedro Taviche"
1431,"20","335","San Pedro Yaneri"
1432,"20","336","San Pedro Yólox"
1433,"20","339","San Pedro y San Pablo Teposcolula"
1434,"20","340","San Pedro y San Pablo Tequixtepec"
1435,"20","341","San Pedro Yucunama"
1436,"20","342","San Raymundo Jalpan"
1437,"20","343","San Sebastián Abasolo"
1438,"20","345","San Sebastián Ixcapa"
1439,"20","346","San Sebastián Nicananduta"
1440,"20","347","San Sebastián Río Hondo"
1441,"20","539","Soledad Etla"
1442,"20","211","San Juan Ozolotepec"
1443,"20","212","San Juan Petlapa"
1444,"20","213","San Juan Quiahije"
1445,"20","348","San Sebastián Tecomaxtlahuaca"
1446,"20","349","San Sebastián Teitipac"
1447,"20","540","Villa de Tamazulápam del Progreso"
1448,"20","350","San Sebastián Tutla"
1449,"20","352","San Simón Zahuatlán"
1450,"20","353","Santa Ana"
1451,"20","354","Santa Ana Ateixtlahuaca"
1452,"20","355","Santa Ana Cuauhtémoc"
1453,"20","358","Santa Ana Tlapacoyan"
1454,"20","360","Santa Ana Zegache"
1455,"20","361","Santa Catalina Quierí"
1456,"20","362","Santa Catarina Cuixtla"
1457,"20","363","Santa Catarina Ixtepeji"
1458,"20","369","Santa Catarina Quiané"
1459,"20","370","Santa Catarina Tayata"
1460,"20","381","Santa Cruz Tacache de Mina"
1461,"20","372","Santa Catarina Yosonotú"
1462,"20","373","Santa Catarina Zapoquila"
1463,"20","374","Santa Cruz Acatepec"
1464,"20","293","San Pablo Etla"
1465,"20","375","Santa Cruz Amilpas"
1466,"20","376","Santa Cruz de Bravo"
1467,"20","382","Santa Cruz Tacahua"
1468,"20","383","Santa Cruz Tayata"
1469,"20","384","Santa Cruz Xitla"
1470,"20","386","Santa Cruz Zenzontepec"
1471,"20","387","Santa Gertrudis"
1472,"20","179","San Juan Bautista Jayacatlán"
1473,"20","388","Santa Inés del Monte"
1474,"20","390","Santa Lucía del Camino"
1475,"20","408","Santa María del Rosario"
1476,"20","391","Santa Lucía Miahuatlán"
1477,"20","418","Santa María Jalapa del Marqués"
1478,"20","392","Santa Lucía Monteverde"
1479,"20","393","Santa Lucía Ocotlán"
1480,"20","394","Santa María Alotepec"
1481,"20","395","Santa María Apazco"
1482,"20","396","Santa María la Asunción"
1483,"20","397","Heroica Ciudad de Tlaxiaco"
1484,"20","398","Ayoquezco de Aldama"
1485,"20","399","Santa María Atzompa"
1486,"20","400","Santa María Camotlán"
1487,"20","402","Santa María Cortijo"
1488,"20","154","San Ildefonso Amatlán"
1489,"20","155","San Ildefonso Sola"
1490,"20","156","San Ildefonso Villa Alta"
1491,"20","403","Santa María Coyotepec"
1492,"20","419","Santa María Jaltianguis"
1493,"20","405","Villa de Chilapa de Díaz"
1494,"20","409","Santa María del Tule"
1495,"20","264","San Miguel Chicahua"
1496,"20","411","Santa María Guelacé"
1497,"20","106","San Antonio Acutla"
1498,"20","198","San Juan Guichicovi"
1499,"20","365","Santa Catarina Lachatao"
1500,"20","002","Acatlán de Pérez Figueroa"
1501,"20","006","Asunción Nochixtlán"
1502,"20","008","Asunción Tlacolulita"
1503,"20","009","Ayotzintepec"
1504,"20","010","El Barrio de la Soledad"
1505,"20","055","Mariscala de Juárez"
1506,"20","412","Santa María Guienagati"
1507,"20","414","Santa María Huazolotitlán"
1508,"20","415","Santa María Ipalapa"
1509,"20","287","San Miguel Tulancingo"
1510,"20","291","San Pablo Coatlán"
1511,"20","298","San Pablo Villa de Mitla"
1512,"20","385","Santa Cruz Xoxocotlán"
1513,"20","416","Santa María Ixcatlán"
1514,"20","420","Santa María Lachixío"
1515,"20","023","Cuilápam de Guerrero"
1516,"20","306","San Pedro el Alto"
1517,"20","310","San Pedro Ixtlahuaca"
1518,"20","421","Santa María Mixtequilla"
1519,"20","309","San Pedro Ixcatlán"
1520,"20","324","San Pedro Pochutla"
1521,"20","337","San Pedro y San Pablo Ayutla"
1522,"20","351","San Simón Almolongas"
1523,"20","425","Santa María Pápalo"
1524,"20","426","Santa María Peñoles"
1525,"20","427","Santa María Petapa"
1526,"20","428","Santa María Quiegolani"
1527,"20","432","Santa María Temaxcalapa"
1528,"20","429","Santa María Sola"
1529,"20","430","Santa María Tataltepec"
1530,"20","431","Santa María Tecomavaca"
1531,"20","021","Cosolapa"
1532,"20","175","San Juan Bautista Atatlahuca"
1533,"20","270","San Miguel Huautla"
1534,"20","433","Santa María Temaxcaltepec"
1535,"20","436","Santa María Texcatitlán"
1536,"20","452","Santiago Apóstol"
1537,"20","442","Santa María Yalina"
1538,"20","438","Santa María Tlalixtac"
1539,"20","434","Santa María Teopoxco"
1540,"20","444","Santa María Yolotepec"
1541,"20","443","Santa María Yavesía"
1542,"20","445","Santa María Yosoyúa"
1543,"20","448","Santa María Zaniza"
1544,"20","449","Santa María Zoquitlán"
1545,"20","462","Santiago Huajolotitlán"
1546,"20","453","Santiago Astata"
1547,"20","454","Santiago Atitlán"
1548,"20","455","Santiago Ayuquililla"
1549,"20","458","Santiago Comaltepec"
1550,"20","461","Santiago del Río"
1551,"20","465","Santiago Ixcuintepec"
1552,"20","466","Santiago Ixtayutla"
1553,"20","468","Santiago Jocotepec"
1554,"20","470","Santiago Lachiguiri"
1555,"20","471","Santiago Lalopa"
1556,"20","472","Santiago Laollaga"
1557,"20","473","Santiago Laxopa"
1558,"20","474","Santiago Llano Grande"
1559,"20","475","Santiago Matatlán"
1560,"20","476","Santiago Miltepec"
1561,"20","389","Santa Inés Yatzeche"
1562,"20","478","Santiago Nacaltepec"
1563,"20","479","Santiago Nejapilla"
1564,"20","012","Candelaria Loxicha"
1565,"20","028","Heroica Ciudad de Ejutla de Crespo"
1566,"20","039","Heroica Ciudad de Huajuapan de León"
1567,"20","064","Nejapa de Madero"
1568,"20","066","Santiago Niltepec"
