"cve_ent","cve_mun","nomgeo","altitud_media_msnm","altitud_min_msnm","altitud_max_msnm","n_pixeles_dem"
"13","057","Singuilucan",2722.9,2372,3142,512
"13","084","Zimapán",1910.3,901,2829,1075
"13","075","Tolcayuca",2424.9,2315,2838,145
"14","122","Zapotitlán de Vadillo",1402.4,630,3596,364
"14","019","Bolaños",1633.2,851,2624,1063
"14","065","Pihuamo",857.8,193,2141,1085
"14","101","Tonalá",1546,1202,1696,192
"14","076","San Martín de Bolaños",1495.8,755,2555,875
"14","023","Zapotlán el Grande",1717.3,1497,2501,348
"14","074","San Julián",2021.7,1816,2153,328
"14","073","San Juan de los Lagos",1832.5,1688,2004,1034
"14","062","Mixtlán",1721.1,850,2616,764
"14","113","San Gabriel",1754.4,899,3838,919
"14","087","Tecalitlán",1440.4,532,2618,1594
"14","014","Atoyac",1627.4,1344,2276,551
"14","015","Autlán de Navarro",1270,776,2329,893
"14","097","Tlajomulco de Zúñiga",1652.4,1485,2840,846
"14","055","Magdalena",1535.1,1299,2209,379
"14","063","Ocotlán",1579.8,1522,2158,307
"14","086","Tapalpa",2143.6,1143,2862,791
"14","043","La Huerta",274.8,4,1278,2452
"14","116","Villa Hidalgo",2012.9,1757,2594,587
"14","012","Atenguillo",1709.7,1237,2427,775
"14","117","Cañadas de Obregón",1811.3,1602,2092,361
"14","118","Yahualica de González Gallo",1910.9,1477,2469,703
"14","017","Ayutla",1683.1,1206,2435,1101
"14","119","Zacoalco de Torres",1537.7,1347,2290,597
"14","120","Zapopan",1565.3,738,2206,1459
"14","121","Zapotiltic",1337.9,1091,1917,305
"14","123","Zapotlán del Rey",1652.5,1522,2197,504
"14","069","Quitupan",1816.5,876,2554,836
"14","112","Valle de Juárez",1932.4,1246,2796,241
"14","111","Valle de Guadalupe",1863,1487,2039,436
"14","079","Gómez Farías",1873.7,1360,2386,457
"14","078","San Miguel el Alto",1996,1811,2281,994
"14","077","San Martín Hidalgo",1418.5,1241,2345,437
"14","075","San Marcos",1483.8,999,1980,371
"14","098","San Pedro Tlaquepaque",1581.6,1529,1799,141
"14","105","Tototlán",1629.1,1531,2020,414
"14","104","Totatiche",1839.9,1359,2226,730
"14","103","Tonila",1391.7,591,3565,181
"14","024","Cocula",1419.7,1242,2053,405
"14","102","Tonaya",1091.4,751,2043,365
"14","100","Tomatlán",257.9,0,2272,3744
"14","099","Tolimán",1387.3,631,2603,648
"14","093","Tepatitlán de Morelos",1902.1,1354,2559,1761
"14","124","Zapotlanejo",1635.7,1095,2243,900
"14","115","Villa Guerrero",1627.1,1012,2280,851
"14","021","Casimiro Castillo",658,275,1749,634
"14","070","El Salto",1555.8,1514,1710,117
"14","020","Cabo Corrientes",513.1,-12,1801,1896
"14","018","La Barca",1560.5,1529,2048,527
"14","051","Juanacatlán",1617.3,1466,2101,179
"14","044","Ixtlahuacán de los Membrillos",1617.9,1512,2221,248
"14","039","Guadalajara",1542.6,1021,1657,193
"14","022","Cihuatlán",233.9,-10,919,606
"14","016","Ayotlán",1698.7,1535,2238,517
"14","080","San Sebastián del Oeste",999.9,67,2477,1398
"14","125","San Ignacio Cerro Gordo",2074.2,1940,2559,289
"14","072","San Diego de Alejandría",1949.8,1759,2168,441
"14","066","Poncitlán",1565.5,1489,2214,1030
"14","110","Unión de Tula",1445.2,984,1816,562
"14","092","Teocuitatlán de Corona",1629.6,1346,2610,421
"14","091","Teocaltiche",1835.8,1644,2622,1147
"14","002","Acatlán de Juárez",1453.7,1354,1916,198
"14","003","Ahualulco de Mercado",1594.9,1267,2842,346
"14","005","Amatitán",1198.4,691,1675,226
"14","109","Unión de San Antonio",1881.2,1766,2106,928
"14","108","Tuxpan",1405.8,531,3998,898
"14","088","Tecolotlán",1661.7,1135,2492,946
"14","090","Tenamaxtlán",1507.6,1031,2138,360
"14","071","San Cristóbal de la Barranca",1443.5,745,2211,633
"14","068","Villa Purificación",722.2,80,2409,2295
"14","067","Puerto Vallarta",333.1,-7,1231,860
"14","114","Villa Corona",1474.4,1318,2145,390
"14","107","Tuxcueca",1790.6,1505,2464,161
"14","106","Tuxcacuesco",1064.9,692,2626,533
"14","025","Colotlán",1871.9,1424,2590,845
"14","027","Cuautitlán de García Barragán",946.9,58,2827,1728
"14","028","Cuautla",1847.2,1453,2443,510
"14","011","Atengo",1639.2,1381,2285,550
"14","064","Ojuelos de Jalisco",2235.9,2044,2607,1478
"14","032","Chiquilistlán",1680.8,997,2544,355
"14","030","Chapala",1554,1501,2311,779
"14","029","Cuquío",1834.8,1233,2329,796
"14","094","Tequila",1527.1,420,2750,2113
"14","095","Teuchitlán",1372.7,1245,1990,274
"14","096","Tizapán el Alto",1778.2,1522,2188,248
"14","061","Mezquitic",1717.4,385,2843,4261
"14","060","Mexticacán",1775.6,1585,2001,348
"14","059","Mazamitla",2021.2,1536,2792,364
"14","058","Mascota",1497.2,173,2597,2315
"14","057","La Manzanilla de la Paz",1989,1721,2285,161
"14","056","Santa María del Oro",994.2,484,1815,960
"14","054","El Limón",953.5,760,1736,144
"14","085","Tamazula de Gordiano",1526.6,939,2307,1696
"14","084","Talpa de Allende",1196.3,195,2624,2467
"14","053","Lagos de Moreno",2078.2,1813,2824,3121
"14","052","Juchitlán",1277.7,908,1880,300
"14","050","Jocotepec",1803.4,1519,2798,402
"14","031","Chimaltitán",1845.7,833,2534,840
"14","049","Jilotlán de los Dolores",763.4,349,2127,1833
"14","048","Jesús María",2103,1657,2368,831
"14","047","Jamay",1561.2,1521,1955,204
"14","046","Jalostotitlán",1778.8,1645,1951,654
"14","045","Ixtlahuacán del Río",1639.7,902,2275,1059
"14","042","Huejuquilla el Alto",1746.5,1026,2419,979
"14","041","Huejúcar",2044.9,1766,2460,396
"14","040","Hostotipaquillo",1158,362,2049,942
"14","038","Guachinango",1301,465,2033,1052
"14","037","El Grullo",1035.6,827,1707,213
"14","036","Etzatlán",1602.4,1145,2254,428
"14","035","Encarnación de Díaz",1927.1,1732,2265,1577
"14","034","Ejutla",1249.2,774,1859,368
"14","033","Degollado",1787.8,1546,2180,532
"14","010","Atemajac de Brizuela",2187.3,1585,2736,444
"14","013","Atotonilco el Alto",1754,1536,2169,645
"14","089","Techaluta de Montenegro",1893.6,1349,2798,92
"14","026","Concepción de Buenos Aires",2074.7,1784,2356,320
"14","083","Tala",1465.8,1253,2210,566
"14","082","Sayula",1680.5,1346,2507,265
"14","081","Santa María de los Ángeles",1962.7,1688,2398,318
"14","009","El Arenal",1445.3,1308,1719,129
"14","008","Arandas",2056.7,1779,2313,1169
"14","007","San Juanito de Escobedo",1429.3,1324,1843,237
"14","006","Ameca",1454.3,1025,2360,1044
"14","004","Amacueca",1785,1345,2818,152
"14","001","Acatic",1734.9,1415,2163,412
"15","021","Coatepec Harinas",2524.9,1688,3605,350
"15","011","Atenco",2238.6,2229,2251,114
"15","004","Almoloya de Alquisiras",2141.8,1592,2725,209
"15","002","Acolman",2293.2,2238,2562,113
"15","034","Ecatzingo",2653,2060,3658,67
"15","030","Chiconcuac",2253.6,2251,2256,7
"15","068","Ozumba",2270.1,1951,2485,62
"15","082","Tejupilco",1322.6,525,2649,829
"15","028","Chiautla",2278.6,2251,2467,25
"15","019","Capulhuac",2635.5,2577,2757,32
"15","118","Zinacantepec",3187.9,2679,4466,400
"15","094","Tepetlixpa",2271.4,1922,2496,46
"15","074","San Felipe del Progreso",2723.3,2526,3080,473
"15","036","Hueypoxtla",2389.3,2257,2842,287
"15","041","Ixtapan del Oro",1952.5,1387,2627,130
"15","085","Temascalcingo",2553.5,2360,3156,434
"15","096","Tequixquiac",2300.4,2190,2579,151
"15","104","Tlalnepantla de Baz",2319.1,2239,2618,102
"15","076","San Mateo Atenco",2580.1,2573,2588,22
"15","010","Apaxco",2308.8,2164,2647,101
"15","023","Coyotepec",2290.8,2249,2484,43
"15","025","Chalco",2558.9,2236,3633,276
"15","103","Tlalmanalco",3141.2,2356,5200,182
"15","100","Tezoyuca",2253.3,2239,2305,19
"15","040","Ixtapan de la Sal",1898.7,1634,2438,148
"15","107","Tonatico",1638.7,1423,1924,110
"15","052","Malinalco",1711.6,1150,2665,265
"15","109","Tultitlán",2306.8,2244,2745,84
"15","012","Atizapán",2583,2575,2603,6
"15","014","Atlacomulco",2653.7,2454,3643,337
"15","003","Aculco",2485.1,2083,3172,560
"15","015","Atlautla",3024,2002,5218,207
"15","016","Axapusco",2498,2333,3012,347
"15","005","Almoloya de Juárez",2727.2,2546,3529,579
"15","024","Cuautitlán",2252.4,2247,2260,51
"15","008","Amatepec",1147.6,551,2359,786
"15","007","Amanalco",2745.5,2168,3379,287
"15","120","Zumpango",2275,2243,2551,292
"15","042","Ixtlahuaca",2582.5,2519,3178,408
"15","084","Temascalapa",2385.4,2283,2663,204
"15","047","Jiquipilco",2736,2534,3564,347
"15","022","Cocotitlán",2277.5,2253,2353,18
"15","020","Coacalco de Berriozábal",2366.3,2240,2812,44
"15","062","Ocoyoacac",2967.5,2574,3781,175
"15","050","Juchitepec",2683.4,2400,2969,172
"15","061","Nopaltepec",2424.8,2357,2560,99
"15","101","Tianguistenco",2868,2574,3714,172
"15","057","Naucalpan de Juárez",2543.5,2258,3353,193
"15","105","Tlatlaya",858.5,358,2087,980
"15","106","Toluca",2823.5,2569,4279,521
"15","116","Zacazonapan",1443.9,1047,2331,81
"15","097","Texcaltitlán",2603.3,1811,2937,174
"15","079","Soyaniquilpan de Juárez",2408.4,2273,2639,188
"15","119","Zumpahuacán",1692.7,1102,2406,247
"15","081","Tecámac",2276.9,2241,2482,200
"15","035","Huehuetoca",2355.4,2225,2883,153
"15","064","El Oro",2757.1,2489,3169,181
"15","083","Temamatla",2378.9,2258,2799,40
"15","102","Timilpan",2708.8,2613,3123,211
"15","087","Temoaya",2787.5,2567,3589,243
"15","066","Otzoloapan",1352.9,761,2522,186
"15","108","Tultepec",2257.9,2243,2330,27
"15","089","Tenango del Aire",2476.2,2310,2772,52
"15","051","Lerma",2753,2571,3387,282
"15","046","Jilotzingo",2994.5,2570,3506,148
"15","037","Huixquilucan",2809.6,2359,3294,179
"15","038","Isidro Fabela",3086.9,2496,3693,93
"15","039","Ixtapaluca",2885.1,2236,3966,392
"15","017","Ayapango",2480.4,2408,2748,64
"15","069","Papalotla",2266,2265,2267,2
"15","065","Otumba",2541,2318,2979,183
"15","048","Jocotitlán",2655.4,2516,3801,343
"15","121","Cuautitlán Izcalli",2296.5,2253,2391,139
"15","080","Sultepec",1710.2,797,2826,704
"15","071","Polotitlán",2315.5,2203,2613,162
"15","075","San Martín de las Pirámides",2417.2,2297,2903,89
"15","072","Rayón",2592.2,2575,2654,27
"15","056","Morelos",2805.4,2560,3315,286
"15","067","Otzolotepec",2831.8,2573,3525,146
"15","088","Tenancingo",2232.7,1808,2923,207
"15","070","La Paz",2330.9,2239,2584,46
"15","078","Santo Tomás",1452.5,1031,2262,135
"15","111","Villa de Allende",2659.1,2066,3364,396
"15","112","Villa del Carbón",2653.6,2199,3344,375
"15","091","Teoloyucan",2251.9,2248,2278,42
"15","113","Villa Guerrero",2439.1,1558,3696,281
"15","006","Almoloya del Río",2581,2574,2604,8
"15","123","Luvianos",1198.1,418,2032,874
"15","099","Texcoco",2681.1,2229,4081,540
"15","060","Nicolás Romero",2683,2317,3574,297
"15","122","Valle de Chalco Solidaridad",2237.5,2223,2304,62
"15","044","Jaltenco",2248.6,2245,2251,5
"15","110","Valle de Bravo",2151.7,1483,2965,504
"15","045","Jilotepec",2599.3,2291,3010,702
"15","098","Texcalyacac",2618.4,2573,2855,33
"15","115","Xonacatlán",2908.2,2576,3411,65
"15","117","Zacualpan",1811.3,889,2593,370
"15","124","San José del Rincón",2874.7,2598,3585,565
"15","029","Chicoloapan",2342.4,2239,2725,40
"15","058","Nezahualcóyotl",2234.7,2229,2239,82
"15","092","Teotihuacán",2327,2261,2659,92
"15","077","San Simón de Guerrero",2002.5,1520,2829,159
"15","055","Mexicaltzingo",2595.2,2582,2612,4
"15","054","Metepec",2615.2,2574,2720,84
"15","049","Joquicingo",2703,2355,2914,63
"15","026","Chapa de Mota",2684,2270,3274,368
"15","001","Acambay de Ruíz Castañeda",2712.2,2375,3242,587
"15","059","Nextlalpan",2244.9,2242,2249,65
"15","086","Temascaltepec",2422.9,1272,3516,686
"15","053","Melchor Ocampo",2269.8,2249,2335,18
"15","090","Tenango del Valle",2932.5,2449,4005,251
"15","032","Donato Guerra",2397.4,1788,3231,214
"15","125","Tonanitla",2243.4,2241,2245,7
"15","114","Villa Victoria",2679.4,2548,3032,517
"15","093","Tepetlaoxtoc",2640.6,2268,3572,216
"15","063","Ocuilan",2557.7,1573,3658,475
"15","073","San Antonio la Isla",2583.1,2574,2615,32
"15","033","Ecatepec de Morelos",2290.9,2233,2829,185
"15","013","Atizapán de Zaragoza",2413.3,2265,2695,114
"15","027","Chapultepec",2582.8,2575,2595,17
"15","018","Calimaya",2879.4,2577,3890,135
"15","009","Amecameca",3063.4,2409,4641,227
"15","031","Chimalhuacán",2266.3,2235,2437,71
"15","043","Xalatlaco",3199.2,2648,3656,135
"15","095","Tepotzotlán",2429.3,2259,2910,246
"16","074","Cojumatlán de Régules",1847.4,1522,2341,165
"16","090","Tingambato",2258.4,1626,2931,232
"16","002","Aguililla",994.8,240,2380,1713
"16","003","Álvaro Obregón",1847.6,1833,2112,196
"16","004","Angamacutiro",1743.1,1681,2119,304
"16","005","Angangueo",2779.9,2308,3414,92
"16","006","Apatzingán",547.3,178,1879,2038
"16","007","Aporo",2402.8,1901,2686,78
"16","008","Aquila",484.9,-8,1808,2774
"16","009","Ario",1737,657,2460,849
"16","096","Tumbiscatío",1116.1,246,2164,2562
"16","097","Turicato",1038.7,358,2337,1914
"16","106","Yurécuaro",1642.2,1540,2463,220
"16","107","Zacapu",2247.7,1982,3296,557
"16","108","Zamora",1655,1556,2316,409
"16","109","Zináparo",1873.6,1731,2483,146
"16","110","Zinapécuaro",2249.8,1822,3128,741
"16","010","Arteaga",658.3,48,1660,4212
"16","011","Briseñas",1525.9,1523,1531,85
"16","098","Tuxpan",2095.6,1555,2848,314
"16","031","Epitacio Huerta",2503.2,2273,3090,532
"16","032","Erongarícuaro",2360.7,2013,3029,307
"16","077","San Lucas",430,229,1267,579
"16","099","Tuzantla",949.1,459,2600,1249
"16","001","Acuitzio",2409.8,2012,3251,224
"16","043","Jacona",1757.9,1562,2411,154
"16","044","Jiménez",2047.7,1919,2284,239
"16","045","Jiquilpan",1909.8,1526,2445,308
"16","012","Buenavista",560.3,223,1721,1136
"16","013","Carácuaro",774.2,364,1510,1130
"16","021","Charapan",2364.8,1895,2851,290
"16","020","Cuitzeo",1860.3,1821,2223,319
"16","019","Cotija",1755.4,834,2422,628
"16","018","Copándaro",1906.1,1820,2365,222
"16","087","Taretan",1197.7,668,1823,233
"16","086","Tanhuato",1602.3,1535,1962,278
"16","072","Queréndaro",2309.3,1566,3080,306
"16","067","Penjamillo",1848.3,1677,2386,455
"16","022","Charo",1983.4,1244,2659,408
"16","079","Salvador Escalante",2242.3,1338,2955,603
"16","078","Santa Ana Maya",1892.8,1834,2091,119
"16","075","Los Reyes",2020.1,999,3355,600
"16","076","Sahuayo",1785.3,1526,2255,168
"16","033","Gabriel Zamora",700.2,340,1548,454
"16","035","La Huacana",478.1,142,1840,2423
"16","036","Huandacareo",2036.7,1836,2456,123
"16","037","Huaniqueo",2169.8,1992,2708,246
"16","038","Huetamo",528.1,166,1677,2528
"16","039","Huiramba",2271.6,2090,2672,90
"16","040","Indaparapeo",2118.4,1837,2776,219
"16","041","Irimbo",2227.5,1825,2712,161
"16","042","Ixtlán",1592.2,1527,1835,153
"16","049","Madero",1732.2,782,2851,1259
"16","050","Maravatío",2246.7,1963,3176,871
"16","051","Marcos Castellanos",1987.6,1662,2285,277
"16","052","Lázaro Cárdenas",200.2,0,892,1377
"16","053","Morelia",2180.8,1578,2975,1462
"16","014","Coahuayana",217.7,5,1128,451
"16","015","Coalcomán de Vázquez Pallares",1444.2,300,2803,3473
"16","016","Coeneo",2125.6,1982,2703,491
"16","017","Contepec",2381.8,2041,3188,458
"16","083","Tancítaro",2028.8,930,3783,899
"16","082","Tacámbaro",1903,898,3003,964
"16","081","Susupuato",1346,652,2481,334
"16","056","Nahuatzen",2680.5,2294,3219,380
"16","080","Senguio",2489.7,2079,3360,314
"16","057","Nocupétaro",979.9,518,1733,677
"16","034","Hidalgo",2339.1,1180,3476,1399
"16","058","Nuevo Parangaricutiro",2251.6,1375,3175,296
"16","059","Nuevo Urecho",911,438,1535,409
"16","060","Numarán",1719.5,1675,1808,90
"16","062","Pajacuarán",1589.2,1524,2192,216
"16","063","Panindícuaro",1951.8,1750,2518,359
"16","064","Parácuaro",499.3,176,1318,615
"16","105","Vista Hermosa",1535.9,1524,1568,180
"16","065","Paracho",2369.5,2093,3146,301
"16","089","Tepalcatepec",494.3,255,1933,983
"16","061","Ocampo",2618.6,2169,3546,181
"16","055","Múgica",346.5,159,746,468
"16","054","Morelos",2329,2105,2717,222
"16","030","Ecuandureo",1701.8,1530,2419,381
"16","029","Churumuco",565.6,155,1700,1373
"16","028","Churintzio",1932.3,1630,2434,288
"16","027","Chucándiro",2142.4,1834,2896,246
"16","026","Chinicuila",868.2,73,1953,1270
"16","025","Chilchota",2135.7,1704,2867,381
"16","024","Cherán",2453.2,2079,3173,279
"16","023","Chavinda",1640.1,1527,2079,189
"16","066","Pátzcuaro",2367.4,2029,3189,545
"16","068","Peribán",1613.8,959,2968,417
"16","069","La Piedad",1791.1,1566,2390,344
"16","070","Purépero",2159.1,1883,2874,250
"16","071","Puruándiro",2006.5,1686,2755,886
"16","073","Quiroga",2364.4,2018,3228,268
"16","091","Tingüindín",1881.5,1605,2788,201
"16","113","José Sixto Verduzco",1725.2,1684,2151,284
"16","112","Zitácuaro",2228.9,1221,3456,635
"16","085","Tangancícuaro",2015,1580,3227,473
"16","088","Tarímbaro",1957.7,1837,2386,320
"16","092","Tiquicheo de Nicolás Romero",803.5,349,2051,1870
"16","093","Tlalpujahua",2711.4,2263,3147,244
"16","111","Ziracuaretiro",1622,1245,2237,197
"16","101","Tzitzio",1361.7,643,2437,1169
"16","100","Tzintzuntzan",2159.1,2006,2470,222
"16","095","Tocumbo",1444.2,646,2254,632
"16","084","Tangamandapio",1932.3,1579,2664,401
"16","102","Uruapan",1918.2,723,3210,1224
"16","103","Venustiano Carranza",1539.4,1523,1862,278
"16","104","Villamar",1675,1525,2359,435
"16","094","Tlazazalca",1965.5,1740,2421,255
"16","047","Jungapeo",1620,825,2441,327
"16","046","Juárez",1324.8,730,1938,170
"16","048","Lagunillas",2237.2,2024,2933,104
"17","002","Atlatlahucan",1691.9,1443,2280,103
"17","006","Cuautla",1330.4,1178,1460,158
"17","028","Xochitepec",1124.2,1023,1275,110
"17","022","Tetela del Volcán",2542.3,1799,4631,102
"17","009","Huitzilac",2820.5,1957,3393,235
"17","016","Ocuituco",1947.3,1652,2550,98
"17","008","Emiliano Zapata",1291.9,1049,1670,81
"17","003","Axochiapan",1057.1,951,1156,183
"17","036","Hueyapan",2246,1925,2636,28
"17","035","Xoxocotla",1014.6,935,1100,76
"17","025","Tlaquiltenango",1089.5,745,1699,667
"17","001","Amacuzac",1017.3,887,1622,142
"17","020","Tepoztlán",1956.6,1232,3277,316
"17","034","Coatetelco",1054.9,958,1179,63
"17","027","Totolapan",2120.5,1766,2564,78
"17","030","Yecapixtla",1614.8,1365,2021,212
"17","026","Tlayacapan",1659.7,1284,2002,69
"17","031","Zacatepec",949.1,911,1111,40
"17","021","Tetecala",1075.6,941,1260,78
"17","019","Tepalcingo",1269.7,1033,1745,450
"17","023","Tlalnepantla",2631.5,1831,3302,124
"17","017","Puente de Ixtla",1101.7,864,2262,290
"17","015","Miacatlán",1290.3,990,1803,196
"17","013","Jonacatepec de Leandro Valle",1307.2,1136,1520,107
"17","011","Jiutepec",1409.4,1282,1623,74
"17","010","Jantetelco",1348.5,1140,1562,131
"17","018","Temixco",1331.3,1086,1623,124
"17","029","Yautepec",1283.1,1039,1715,220
"17","012","Jojutla",927.2,789,1435,190
"17","024","Tlaltizapán de Zapata",1068.5,917,1582,288
"17","007","Cuernavaca",1744.8,1208,2829,245
"17","005","Coatlán del Río",1140.9,963,1473,111
"17","004","Ayala",1214.3,932,1614,453
"17","014","Mazatepec",982.1,920,1089,71
"17","032","Zacualpan de Amilpas",1705.5,1584,1996,63
"17","033","Temoac",1526.6,1478,1594,44
"18","001","Acaponeta",396.8,0,1979,1784
"18","009","Del Nayar",1117.6,55,2458,6487
"18","010","Rosamorada",148.2,-5,1078,2243
"18","011","Ruíz",413.7,12,1361,641
"18","017","Tepic",688.8,22,2101,2004
"18","018","Tuxpan",10.6,-6,306,391
"18","019","La Yesca",1500.7,295,2668,5406
"18","004","Compostela",498.7,2,1622,2332
"18","013","San Pedro Lagunillas",1112.9,326,1906,639
"18","008","Xalisco",939.4,105,2100,681
"18","005","Huajicori",856.3,37,2138,2843
"18","006","Ixtlán del Río",1349.1,349,2153,618
"18","007","Jala",1363.9,300,2330,626
"18","014","Santa María del Oro",1021.1,213,1832,1384
"18","015","Santiago Ixcuintla",43.1,0,1029,2149
"18","016","Tecuala",12.6,0,232,1242
"18","003","Amatlán de Cañas",1173.5,476,2222,650
"18","012","San Blas",171.4,-2,1114,1358
"18","020","Bahía de Banderas",221.7,-5,1311,947
"18","002","Ahuacatlán",1080.4,358,2146,631
"19","029","Hualahuises",426.1,366,524,174
"19","048","Santa Catarina",1638.2,633,3183,1191
"19","044","Sabinas Hidalgo",394.7,244,1260,2036
"19","042","Los Ramones",219.3,166,613,1736
"19","023","General Treviño",155.4,107,229,504
"19","022","General Terán",238.6,136,420,3195
"19","047","Hidalgo",895.4,512,1772,224
"19","049","Santiago",1437.9,382,3337,956
"19","009","Cadereyta Jiménez",320.2,222,1121,1480
"19","032","Lampazos de Naranjo",342.2,152,1520,4464
"19","031","Juárez",485.4,314,1353,309
"19","027","Los Herreras",163,125,233,633
"19","020","General Bravo",149.1,69,302,2451
"19","041","Pesquería",317.9,252,397,415
"19","040","Parás",158.3,109,227,1529
"19","039","Monterrey",730,498,1959,413
"19","046","San Nicolás de los Garza",494.6,457,644,78
"19","019","San Pedro Garza García",860.7,594,1702,96
"19","037","Mina",793.5,517,2455,5027
"19","010","El Carmen",560.4,451,1555,131
"19","021","General Escobedo",601.9,466,1743,201
"19","012","Ciénega de Flores",421.8,379,518,187
"19","002","Agualeguas",292.9,118,809,1272
"19","005","Anáhuac",201.8,118,280,5989
"19","024","General Zaragoza",2294,1159,3508,1688
"19","026","Guadalupe",543.2,414,1649,156
"19","003","Los Aldamas",127,95,172,905
"19","004","Allende",565,337,1543,237
"19","025","General Zuazua",407.7,350,650,224
"19","015","Doctor Coss",109.8,82,153,941
"19","007","Aramberri",1698.7,550,3024,3439
"19","018","García",963.5,573,1978,1337
"19","051","Villaldama",654.3,334,1896,1160
"19","006","Apodaca",424.8,364,474,285
"19","011","Cerralvo",433.7,177,1393,1302
"19","001","Abasolo",723.1,493,1671,58
"19","017","Galeana",2045.4,1084,3643,9087
"19","016","Doctor González",401,224,1072,783
"19","050","Vallecillo",211.6,123,498,2291
"19","034","Marín",476.8,289,1452,348
"19","035","Melchor Ocampo",199.4,146,287,278
"19","028","Higueras",715.8,385,1408,580
"19","033","Linares",477.1,177,2391,3207
"19","036","Mier y Noriega",1706.1,1221,2389,1282
"19","043","Rayones",1622.9,705,3174,865
"19","014","Doctor Arroyo",1796.7,1347,2542,6427
"19","038","Montemorelos",604.6,256,2818,2430
"19","008","Bustamante",678.7,430,1842,618
"19","013","China",147.1,87,271,5522
"19","045","Salinas Victoria",651.5,354,2472,2165
"19","030","Iturbide",1579.3,918,2582,728
"20","125","San Carlos Yautepec",1316.1,121,3420,2816
"20","481","Santiago Nuyoó",1977.2,972,3034,71
"20","517","Santo Domingo Tepuxtepec",1885.8,1140,2537,145
"20","524","Santo Domingo Yodohino",1839.6,1631,2177,38
"20","378","Santa Cruz Mixtepec",1890.4,1463,2630,55
"20","054","Magdalena Zahuatlán",2083.1,2001,2211,26
"20","542","Taniche",1422.7,1401,1448,11
"20","237","San Marcos Arteaga",1700.2,1402,2146,155
"20","489","Santiago Tetepec",573,51,1561,365
"20","544","Teococuilco de Marcos Pérez",2323,1406,3078,161
"20","490","Santiago Texcalcingo",1965.9,1609,2340,22
"20","333","San Pedro Totolápam",1203.8,762,1945,491
"20","334","Villa de Tututepec",199,-12,1310,1465
"20","562","Magdalena Yodocono de Porfirio Díaz",2587.2,2300,3038,44
"20","133","San Esteban Atatlahuca",2663.1,1945,3198,134
"20","134","San Felipe Jalapa de Díaz",289.4,79,1717,163
"20","138","San Francisco Cajonos",1663,950,2785,62
"20","149","San Francisco Sola",2045.9,1378,2688,133
"20","161","San Jerónimo Sosola",1946.4,1528,2624,256
"20","159","San Jerónimo Coatlán",1459.2,439,2709,701
"20","437","Santa María Tlahuitoltepec",2204.6,1108,3259,186
"20","441","Santa María Xadani",9.2,2,19,105
"20","446","Santa María Yucuhiti",1923,1031,2867,92
"20","447","Santa María Zacatepec",665.1,219,1534,608
"20","469","Santiago Juxtlahuaca",1724.1,730,2909,944
"20","511","Santo Domingo Nuxaá",2178.8,1760,2623,183
"20","513","Santo Domingo Petapa",646,259,1428,412
"20","278","San Miguel Soyaltepec",99.4,21,449,918
"20","457","Santiago Camotlán",1002.8,104,2384,397
"20","163","San Jerónimo Tecóatl",1906.3,1532,2323,24
"20","166","San José Chiltepec",210.4,30,921,245
"20","506","Santo Domingo Albarradas",1617.3,1125,2076,54
"20","482","Santiago Pinotepa Nacional",108.7,0,725,952
"20","508","Santo Domingo Chihuitán",238.5,81,673,81
"20","205","San Juan Lalana",301.1,71,1409,853
"20","271","San Miguel Mixtepec",2272.5,1554,2860,94
"20","329","San Pedro Teozacoalco",1756.5,1374,2184,123
"20","330","San Pedro Teutila",807.3,130,2031,192
"20","246","San Mateo Cajonos",1264.8,937,1648,17
"20","277","Villa Sola de Vega",1751,816,2903,1192
"20","545","Teotitlán de Flores Magón",1117.9,693,2530,185
"20","546","Teotitlán del Valle",2044,1609,2979,132
"20","547","Teotongo",2137,2026,2346,62
"20","170","San José Lachiguiri",1633,1246,2412,94
"20","230","San Lorenzo Victoria",1421.9,1168,1806,72
"20","168","San José Estancia Grande",87.9,40,178,83
"20","184","San Juan Bautista Tuxtepec",62,12,437,1091
"20","185","San Juan Cacahuatepec",425.1,119,910,244
"20","404","Santa María Chachoápam",2307.9,2085,2621,79
"20","407","Santa María Chimalapa",695.2,70,2165,5536
"20","186","San Juan Cieneguilla",1443.1,1215,1646,115
"20","214","San Juan Quiotepec",1678.6,842,2812,257
"20","220","San Juan Tepeuxila",1840.4,870,2782,310
"20","227","San Lorenzo Cacaotepec",1617.7,1574,1736,40
"20","261","San Miguel Amatitlán",1596.6,1200,2095,226
"20","552","Tlacotepec Plumas",2311.8,2101,2707,70
"20","262","San Miguel Amatlán",2647.2,1672,3236,72
"20","266","San Miguel del Puerto",626.9,8,2382,627
"20","550","San Jerónimo Tlacochahuaya",1644.8,1582,2045,44
"20","253","San Mateo Piñas",1118.7,514,2382,194
"20","254","San Mateo Río Hondo",2072,866,2913,252
"20","272","San Miguel Panixtlahuaca",1018.4,405,1671,184
"20","273","San Miguel Peras",2504.9,1873,2955,190
"20","275","San Miguel Quetzaltepec",1122.8,415,2181,266
"20","551","Tlacolula de Matamoros",1494.9,905,2694,165
"20","357","Santa Ana Tavela",1213.7,591,2736,217
"20","502","Santiago Zacatepec",1109.8,425,2080,261
"20","553","Tlalixtac de Cabrera",1945.8,1553,2797,101
"20","265","San Miguel Chimalapa",776.6,62,2000,1467
