"muni_idx","prev_principal_ponderado","prev_sensibilidad_sin_ponderar","n","dif_sin_menos_principal_pp","quintil_principal","quintil_sin_ponderar","cambia_quintil","estrato_n"
1,0.246729551552118,0.255378870548534,8,0.864931899641641,1,1,FALSE,"n<=9"
3,0.543187554740316,0.48366898591689,162,-5.95185688234254,5,5,FALSE,"n>=30"
4,0.243441777729955,0.283422279735681,5,3.99805020057264,1,1,FALSE,"n<=9"
6,0.281000833166804,0.333806729406938,14,5.28058962401335,1,2,TRUE,"n=10-29"
9,0.471393829742802,0.439608164205151,12,-3.17856655376508,4,4,FALSE,"n=10-29"
10,0.417121169437038,0.459588010149837,31,4.24668407127993,3,4,TRUE,"n>=30"
12,0.424387712700001,0.402627730115059,12,-2.17599825849421,3,3,FALSE,"n=10-29"
13,0.553444718013767,0.384180051085347,101,-16.926466692842,5,3,TRUE,"n>=30"
14,0.32042982877105,0.338282473929847,34,1.78526451587967,2,2,FALSE,"n>=30"
15,0.262086767855455,0.299625129982655,10,3.75383621271995,1,1,FALSE,"n=10-29"
17,0.318630494572254,0.348628819567802,72,2.99983249955477,2,2,FALSE,"n>=30"
18,0.573962895786745,0.520432227525915,7,-5.35306682608294,5,5,FALSE,"n<=9"
19,0.346608159791235,0.337364877884422,22,-0.924328190681384,2,2,FALSE,"n=10-29"
21,0.346856344357627,0.356042051470183,90,0.918570711255656,2,2,FALSE,"n>=30"
22,0.37729427034314,0.422939785571474,129,4.56455152283335,3,3,FALSE,"n>=30"
23,0.491832317320164,0.467193256601357,64,-2.46390607188067,4,4,FALSE,"n>=30"
24,0.483980546688171,0.398553956600813,65,-8.54265900873571,4,3,TRUE,"n>=30"
25,0.537267879043378,0.512020216008889,7,-2.52476630344896,5,5,FALSE,"n<=9"
28,0.214698618942779,0.253957281653642,38,3.92586627108626,1,1,FALSE,"n>=30"
29,0.435195885266194,0.459473084590265,12,2.42771993240708,4,4,FALSE,"n=10-29"
30,0.597241266727346,0.565534017394167,3,-3.1707249333179,5,5,FALSE,"n<=9"
31,0.448381805159585,0.399628069263925,120,-4.87537358956598,4,3,TRUE,"n>=30"
32,0.249482424132572,0.283368790331708,5,3.38863661991357,1,1,FALSE,"n<=9"
33,0.227260448863316,0.266786639094036,30,3.95261902307204,1,1,FALSE,"n>=30"
35,0.322374080989147,0.305527380065123,28,-1.68467009240244,2,1,TRUE,"n=10-29"
36,0.245005306024535,0.287432384897687,12,4.24270788731521,1,1,FALSE,"n=10-29"
38,0.348142721432376,0.365827903190266,39,1.768518175789,2,2,FALSE,"n>=30"
39,0.389708936905484,0.43575492752183,10,4.60459906163462,3,4,TRUE,"n=10-29"
41,0.356422631591669,0.385472152405479,66,2.90495208138093,2,3,TRUE,"n>=30"
45,0.445580097694998,0.42129275306084,14,-2.42873446341588,4,3,TRUE,"n=10-29"
46,0.23173049064506,0.261775224161551,4,3.00447335164915,1,1,FALSE,"n<=9"
47,0.326499498916849,0.272016090936844,12,-5.44834079800056,2,1,TRUE,"n=10-29"
48,0.542801637236612,0.547960721189814,6,0.515908395320208,5,5,FALSE,"n<=9"
50,0.364747449543747,0.358589566304092,53,-0.615788323965449,2,2,FALSE,"n>=30"
54,0.361149692523143,0.35884165335576,19,-0.230803916738287,2,2,FALSE,"n=10-29"
